PROJECT,MAPE,MSE,MAE,RMSE
archiva,22.532206134240937,594366162.7809806,23451.094011711735,24379.625977052656
batik,9.070276313079113,451796576.9817597,10484.531386831275,21255.506980115995
bcel,1.3718319895009052,1068252.3840015635,771.2986460407192,1033.5629559932784
beanutils,5.541541621184969,23592833.26471612,3025.092309648935,4857.24544003246
cayenne,1.0671315544870061,8029836.683362284,2340.980659365036,2833.6966463194826
cocoon,5.585290980792687,478474471.8321837,15524.542000643823,21874.05933593908
codec,2.1016174000421293,151153.65020862097,344.6126791922433,388.78483793561315
collections,2.690404377388722,2813761.7757205293,1366.3091472306864,1677.4271297795708
commons-cli,30.53432395126369,5607162.890091081,1668.163505387313,2367.9448663537505
commons-exec,6.173629109763036,155822.77653244697,318.28184964506966,394.74393792995346
commons-fileupload,9.736452642347666,377075.3968789544,559.7002207339254,614.0646520350723
commons-io,2.5464728368357235,2675258.699984571,757.1159907198711,1635.6218083605302
commons-jelly,27.547939220809646,136095964.53098816,10405.97104665829,11666.017509458323
commons-jexl,11.723206283719993,5066784.226469097,1772.5947708934932,2250.9518489894663
configuration,4.28519998510234,7538773.049078281,1724.7840165933537,2745.682619874023
daemon,6.9799014437497835,100705.93308380625,282.5346902218642,317.341981281718
dbcp,4.239161164007095,800991.0314821384,620.4389740156191,894.9810229731904
dbutils,2.4116256455785714,59780.04182967004,175.25686922306943,244.49957429343314
digester,29.450024280692695,87220751.56045549,7237.4748728430695,9339.205081828724
felix,0.7257764135357719,4271917.0339175295,1753.6524293966995,2066.861638793833
hive,4.482991514296643,1414649052.7128458,29797.335288286497,37611.82065139689
httpclient,2.244003335732252,4966577.911822994,1561.6603477580738,2228.5820406309913
httpcore,5.75532912650938,24370152.71743547,4380.543877474207,4936.613486737186
jxpath,2.9278806781918254,1750674.8382920295,835.6141610441921,1323.1306958467972
net,2.1880708186658397,507701.82989226567,607.6997163696064,712.5319851713786
ognl,5.430552400829453,15208659.687983077,1431.231626586851,3899.8281613403274
santuario,3.9298708194773235,66484380.465133,4588.193061444638,8153.795463778387
thrift,1.7322433429577997,212910.9083734455,353.3577144702698,461.42270032308284
validator,3.0955374442369354,423074.5252912297,490.9832694622777,650.4417923928548
vfs,2.1072282293139306,475750.24946098984,550.2248918938487,689.7465110176273
zookeeper,0.9017870930624385,483789.94063186384,569.5580524846295,695.5500992968542
