PROJECT,MAPE,MSE,MAE,RMSE
archiva,16.361300868656958,584507957.8588147,16018.56770028785,24176.59938574519
batik,19.010755949232127,962232511.8946751,21174.749164188343,31019.872854263525
bcel,2.708073185486098,14651401.760030529,1496.3233438782133,3827.7149528185255
beanutils,1.9186590756290673,4224155.630168324,1077.8790703263226,2055.2750740882166
cayenne,2.62063190095407,74694786.28849268,5702.296038507455,8642.614551655806
cocoon,6.059456230320636,579471761.0120472,16904.48866381376,24072.219694329127
codec,1.037334135543572,54478.966602042434,172.96222695308242,233.4072976623534
collections,1.2338208606127798,745117.2718137284,643.22261900771,863.20175614611
commons-cli,18.867579299144307,2183508.594423988,1441.5897689531378,1477.669988334333
commons-exec,0.884836192888681,2410.4512893097526,46.41300959463735,49.096347005757494
commons-fileupload,4.884537358978995,259299.68184598227,272.95322253764493,509.2147698623659
commons-io,7.244745998650691,11118285.54269702,2594.210252394426,3334.4093244077008
commons-jelly,7.306053495464328,9826463.808869112,3127.295075396858,3134.7190956877002
commons-jexl,6.476006665616463,1818369.4978568554,941.8555996763123,1348.469316616754
configuration,3.2095657447592205,3738464.1404230357,1390.3121774339409,1933.5108327658875
daemon,2.0490863725267023,6958.690671537983,82.39514676348995,83.41876690252609
dbcp,4.075524482968845,534522.2582868543,589.7097619077965,731.1102914655587
dbutils,0.7309327001369114,2874.010681885557,48.90946617656413,53.60980024105254
digester,0.40949573320747573,19326.150134580508,109.26813782863172,139.01852442958997
felix,1.7409719138520428,22469162.776588485,4086.56544447314,4740.164846984595
hive,5.990941494197291,2097061871.5054264,36440.692626493474,45793.688118619866
httpclient,2.5612009224608494,5429254.170957132,1584.7274109250352,2330.0760011117945
httpcore,4.62894671936408,25881378.392046034,3379.171492738188,5087.37441044455
jxpath,3.2620046317373363,1241464.9648799063,958.7796093987903,1114.210467048262
net,1.7649081213763254,294631.77081080904,517.7226951074473,542.799936266401
ognl,2.8727721921822953,612574.353894891,779.2504766533742,782.6712936443313
santuario,4.557108392091023,64789992.42071961,5496.925347038576,8049.223094232114
thrift,6.603285941153687,1964495.4257568128,1370.7126725744624,1401.6045896602982
validator,3.7738795125988616,628143.0304697583,619.3898752619567,792.5547491938701
vfs,1.4126599763079117,233396.73568168597,377.5055402575035,483.11151474756423
zookeeper,2.341201197319722,2617226.026566564,1476.750315202633,1617.7842954382281
